Débit quotidien et niveau d'eau quotidien
  ID,PARAM,Date,Valeur,SYM
02OA016,1,2000/06/26,8860,
02OA016,1,2000/06/27,9140,
02OA016,1,2000/06/28,9170,
02OA016,1,2000/06/29,9040,
02OA016,1,2000/06/30,9050,
02OA016,1,2000/07/01,9160,
02OA016,1,2000/07/02,9230,
02OA016,1,2000/07/03,9190,
02OA016,1,2000/07/04,9230,
02OA016,1,2000/07/05,9180,
02OA016,1,2000/07/06,9300,
02OA016,1,2000/07/07,8990,
02OA016,1,2000/07/08,9110,
02OA016,1,2000/07/09,9050,
02OA016,1,2000/07/10,8790,
02OA016,1,2000/07/11,9110,
02OA016,1,2000/07/12,9200,
02OA016,1,2000/07/13,8970,
02OA016,1,2000/07/14,9000,
02OA016,1,2000/07/15,8910,
02OA016,1,2000/07/16,8820,
02OA016,1,2000/07/17,8930,
02OA016,1,2000/07/18,9050,
02OA016,1,2000/07/19,9020,
02OA016,1,2000/07/20,8870,
02OA016,1,2000/07/21,8760,
02OA016,1,2000/07/22,8870,
02OA016,1,2000/07/23,8980,
02OA016,1,2000/07/24,8760,
02OA016,1,2000/07/25,8770,
02OA016,1,2000/07/26,8790,
02OA016,1,2000/07/27,8780,
02OA016,1,2000/07/28,8860,
02OA016,1,2000/07/29,8710,
02OA016,1,2000/07/30,8600,
02OA016,1,2000/07/31,8550,
02OA016,1,2000/08/01,8550,
02OA016,1,2000/08/02,8780,
02OA016,1,2000/08/03,8860,
02OA016,1,2000/08/04,8820,
02OA016,1,2000/08/05,8750,
02OA016,1,2000/08/06,8550,
02OA016,1,2000/08/07,8570,
02OA016,1,2000/08/08,8670,
02OA016,1,2000/08/09,8670,
02OA016,1,2000/08/10,8690,
02OA016,1,2000/08/11,8670,
02OA016,1,2000/08/12,8670,
02OA016,1,2000/08/13,8570,
02OA016,1,2000/08/14,8370,
02OA016,1,2000/08/15,8650,
02OA016,1,2000/08/16,8750,
02OA016,1,2000/08/17,8640,
02OA016,1,2000/08/18,8580,
02OA016,1,2000/08/19,8580,
02OA016,1,2000/08/20,8510,
02OA016,1,2000/08/21,8410,
02OA016,1,2000/08/22,8380,
02OA016,1,2000/08/23,8370,
02OA016,1,2000/08/24,8520,
02OA016,1,2000/08/25,8490,
02OA016,1,2000/08/26,8490,
02OA016,1,2000/08/27,8400,
02OA016,1,2000/08/28,8470,
02OA016,1,2000/08/29,8360,
02OA016,1,2000/08/30,8500,
02OA016,1,2000/08/31,8570,
02OA016,1,2000/09/01,8410,
02OA016,1,2000/09/02,8240,
02OA016,1,2000/09/03,8330,
02OA016,1,2000/09/04,8350,
02OA016,1,2000/09/05,8260,
02OA016,1,2000/09/06,8240,
02OA016,1,2000/09/07,8230,
02OA016,1,2000/09/08,8250,
02OA016,1,2000/09/09,8180,
02OA016,1,2000/09/10,7990,
02OA016,1,2000/09/11,7940,
02OA016,1,2000/09/12,8160,
02OA016,1,2000/09/13,8090,
02OA016,1,2000/09/14,8070,
02OA016,1,2000/09/15,8130,
02OA016,1,2000/09/16,8250,
02OA016,1,2000/09/17,8040,
02OA016,1,2000/09/18,8030,
02OA016,1,2000/09/19,7900,
02OA016,1,2000/09/20,8040,
02OA016,1,2000/09/21,8270,
02OA016,1,2000/09/22,8050,
02OA016,1,2000/09/23,7840,
02OA016,1,2000/09/24,7950,
02OA016,1,2000/09/25,7890,
02OA016,1,2000/09/26,7890,
02OA016,1,2000/09/27,7890,
02OA016,1,2000/09/28,7790,
02OA016,1,2000/09/29,7770,
02OA016,1,2000/09/30,7630,
02OA016,1,2000/10/01,7700,
02OA016,1,2000/10/02,7590,
02OA016,1,2000/10/03,7510,
02OA016,1,2000/10/04,7600,
02OA016,1,2000/10/05,7450,
02OA016,1,2000/10/06,7490,
02OA016,1,2000/10/07,7600,
02OA016,1,2000/10/08,7510,
02OA016,1,2000/10/09,7470,
02OA016,1,2000/10/10,7460,
02OA016,1,2000/10/11,7490,
02OA016,1,2000/10/12,7310,
02OA016,1,2000/10/13,7260,
02OA016,1,2000/10/14,7260,
02OA016,1,2000/10/15,7090,
02OA016,1,2000/10/16,6980,
02OA016,1,2000/10/17,7110,
02OA016,1,2000/10/18,7190,
02OA016,1,2000/10/19,7270,
02OA016,1,2000/10/20,7140,
02OA016,1,2000/10/21,7380,
02OA016,1,2000/10/22,7060,
02OA016,1,2000/10/23,7030,
02OA016,1,2000/10/24,7070,
02OA016,1,2000/10/25,7090,
02OA016,1,2000/10/26,7240,
02OA016,1,2000/10/27,7040,
02OA016,1,2000/10/28,7090,
02OA016,1,2000/10/29,7020,
02OA016,1,2000/10/30,6830,
02OA016,1,2000/10/31,6880,
02OA016,1,2000/11/01,7150,
02OA016,1,2000/11/02,6970,
02OA016,1,2000/11/03,6870,
02OA016,1,2000/11/04,6870,
02OA016,1,2000/11/05,6840,
02OA016,1,2000/11/06,6640,
02OA016,1,2000/11/07,6540,
02OA016,1,2000/11/08,6680,
02OA016,1,2000/11/09,7120,
02OA016,1,2000/11/10,7130,
02OA016,1,2000/11/11,6880,
02OA016,1,2000/11/12,6670,
02OA016,1,2000/11/13,6590,
02OA016,1,2000/11/14,6990,
02OA016,1,2000/11/15,6920,
02OA016,1,2000/11/16,6770,
02OA016,1,2000/11/17,6690,
02OA016,1,2000/11/18,6660,
02OA016,1,2000/11/19,6740,
02OA016,1,2000/11/20,6760,
02OA016,1,2000/11/21,6870,
02OA016,1,2000/11/22,6780,
02OA016,1,2000/11/23,6710,
02OA016,1,2000/11/24,6760,
02OA016,1,2000/11/25,6580,
02OA016,1,2000/11/26,6550,
02OA016,1,2000/11/27,7070,
02OA016,1,2000/11/28,7270,
02OA016,1,2000/11/29,7410,
02OA016,1,2000/11/30,7370,
02OA016,1,2000/12/01,7260,
02OA016,1,2000/12/02,7140,
02OA016,1,2000/12/03,7100,
02OA016,1,2000/12/04,6850,
02OA016,1,2000/12/05,6910,
02OA016,1,2000/12/06,7220,
02OA016,1,2000/12/07,6810,
02OA016,1,2000/12/08,6590,
02OA016,1,2000/12/09,6820,
02OA016,1,2000/12/10,6540,
02OA016,1,2000/12/11,6540,
02OA016,1,2000/12/12,6840,
02OA016,1,2000/12/13,6790,
02OA016,1,2000/12/14,6770,
02OA016,1,2000/12/15,6960,
02OA016,1,2000/12/16,6760,
02OA016,1,2000/12/17,6710,
02OA016,1,2000/12/18,7030,
02OA016,1,2000/12/19,7030,
02OA016,1,2000/12/20,7120,
02OA016,1,2000/12/21,6960,
02OA016,1,2000/12/22,6610,B
02OA016,1,2000/12/23,6560,B
02OA016,1,2000/12/24,6410,B
02OA016,1,2000/12/25,6310,B
02OA016,1,2000/12/26,6260,B
02OA016,1,2000/12/27,6310,B
02OA016,1,2000/12/28,6560,B
02OA016,1,2000/12/29,6610,B
02OA016,1,2000/12/30,6600,B
02OA016,1,2000/12/31,6590,B
02OA016,1,2001/01/01,6410,B
02OA016,1,2001/01/02,6540,B
02OA016,1,2001/01/03,6820,B
02OA016,1,2001/01/04,6490,B
02OA016,1,2001/01/05,6500,B
02OA016,1,2001/01/06,6710,B
02OA016,1,2001/01/07,6730,B
02OA016,1,2001/01/08,6520,B
02OA016,1,2001/01/09,6680,B
02OA016,1,2001/01/10,6680,B
02OA016,1,2001/01/11,6680,B
02OA016,1,2001/01/12,6680,B
02OA016,1,2001/01/13,6570,B
02OA016,1,2001/01/14,6480,B
02OA016,1,2001/01/15,6690,B
02OA016,1,2001/01/16,6570,B
02OA016,1,2001/01/17,6710,B
02OA016,1,2001/01/18,6550,B
02OA016,1,2001/01/19,6590,B
02OA016,1,2001/01/20,6780,B
02OA016,1,2001/01/21,6640,B
02OA016,1,2001/01/22,6560,B
02OA016,1,2001/01/23,6420,B
02OA016,1,2001/01/24,6600,B
02OA016,1,2001/01/25,6600,B
02OA016,1,2001/01/26,6620,B
02OA016,1,2001/01/27,6630,B
02OA016,1,2001/01/28,6650,B
02OA016,1,2001/01/29,6680,B
02OA016,1,2001/01/30,6710,B
02OA016,1,2001/01/31,6690,B
02OA016,1,2001/02/01,6630,B
02OA016,1,2001/02/02,6450,B
02OA016,1,2001/02/03,6210,B
02OA016,1,2001/02/04,6070,B
02OA016,1,2001/02/05,6350,B
02OA016,1,2001/02/06,6790,B
02OA016,1,2001/02/07,6810,B
02OA016,1,2001/02/08,6710,B
02OA016,1,2001/02/09,6700,B
02OA016,1,2001/02/10,6300,B
02OA016,1,2001/02/11,6040,
02OA016,1,2001/02/12,6500,
02OA016,1,2001/02/13,7270,B
02OA016,1,2001/02/14,7160,B
02OA016,1,2001/02/15,7050,B
02OA016,1,2001/02/16,7050,B
02OA016,1,2001/02/17,6870,
02OA016,1,2001/02/18,6660,
02OA016,1,2001/02/19,7280,
02OA016,1,2001/02/20,7660,
02OA016,1,2001/02/21,7420,
02OA016,1,2001/02/22,7180,
02OA016,1,2001/02/23,7690,
02OA016,1,2001/02/24,7250,
02OA016,1,2001/02/25,6590,
02OA016,1,2001/02/26,7200,
02OA016,1,2001/02/27,7540,
02OA016,1,2001/02/28,7430,
02OA016,1,2001/03/01,7550,
02OA016,1,2001/03/02,7530,
02OA016,1,2001/03/03,7230,
02OA016,1,2001/03/04,6970,
02OA016,1,2001/03/05,7290,
02OA016,1,2001/03/06,7600,
02OA016,1,2001/03/07,7510,
02OA016,1,2001/03/08,7130,
02OA016,1,2001/03/09,7280,
02OA016,1,2001/03/10,7240,
02OA016,1,2001/03/11,7170,
02OA016,1,2001/03/12,7150,
02OA016,1,2001/03/13,7350,
02OA016,1,2001/03/14,7320,
02OA016,1,2001/03/15,7270,
02OA016,1,2001/03/16,7200,
02OA016,1,2001/03/17,7160,
02OA016,1,2001/03/18,7370,
02OA016,1,2001/03/19,7030,
02OA016,1,2001/03/20,6850,
02OA016,1,2001/03/21,6890,
02OA016,1,2001/03/22,7000,
02OA016,1,2001/03/23,7400,
02OA016,1,2001/03/24,7500,
02OA016,1,2001/03/25,7030,
02OA016,1,2001/03/26,7040,
02OA016,1,2001/03/27,7110,
02OA016,1,2001/03/28,6980,
02OA016,1,2001/03/29,6900,
02OA016,1,2001/03/30,6840,
02OA016,1,2001/03/31,6940,
02OA016,1,2001/04/01,6800,
02OA016,1,2001/04/02,6990,
02OA016,1,2001/04/03,6920,
02OA016,1,2001/04/04,6950,
02OA016,1,2001/04/05,7170,
02OA016,1,2001/04/06,7310,
02OA016,1,2001/04/07,7390,
02OA016,1,2001/04/08,7560,
02OA016,1,2001/04/09,8230,
02OA016,1,2001/04/10,9230,
02OA016,1,2001/04/11,10200,
02OA016,1,2001/04/12,10600,
02OA016,1,2001/04/13,11200,
02OA016,1,2001/04/14,10800,
02OA016,1,2001/04/15,10700,
02OA016,1,2001/04/16,10200,
02OA016,1,2001/04/17,9750,
02OA016,1,2001/04/18,9480,
02OA016,1,2001/04/19,9470,
02OA016,1,2001/04/20,9040,
02OA016,1,2001/04/21,8850,
02OA016,1,2001/04/22,9120,
02OA016,1,2001/04/23,8640,
02OA016,1,2001/04/24,8790,
02OA016,1,2001/04/25,8770,
02OA016,1,2001/04/26,8660,
02OA016,1,2001/04/27,8640,
02OA016,1,2001/04/28,8700,
02OA016,1,2001/04/29,8710,
02OA016,1,2001/04/30,8730,
02OA016,1,2001/05/01,8690,
02OA016,1,2001/05/02,8480,
02OA016,1,2001/05/03,8630,
02OA016,1,2001/05/04,8530,
02OA016,1,2001/05/05,8370,
02OA016,1,2001/05/06,8220,
02OA016,1,2001/05/07,8060,
02OA016,1,2001/05/08,7880,
02OA016,1,2001/05/09,7820,
02OA016,1,2001/05/10,7650,
02OA016,1,2001/05/11,7550,
02OA016,1,2001/05/12,7440,
02OA016,1,2001/05/13,7280,
02OA016,1,2001/05/14,7310,
02OA016,1,2001/05/15,7300,
02OA016,1,2001/05/16,7330,
02OA016,1,2001/05/17,7280,
02OA016,1,2001/05/18,7220,
02OA016,1,2001/05/19,7170,
02OA016,1,2001/05/20,7130,
02OA016,1,2001/05/21,6860,
02OA016,1,2001/05/22,6940,
02OA016,1,2001/05/23,6960,
02OA016,1,2001/05/24,7130,
02OA016,1,2001/05/25,7130,
02OA016,1,2001/05/26,7100,
02OA016,1,2001/05/27,7090,
02OA016,1,2001/05/28,7100,
02OA016,1,2001/05/29,7420,
02OA016,1,2001/05/30,7560,
02OA016,1,2001/05/31,7340,
02OA016,1,2001/06/01,7120,A
02OA016,1,2001/06/02,7300,E
02OA016,1,2001/06/03,7270,A
02OA016,1,2001/06/04,7300,E
02OA016,1,2001/06/05,7450,E
02OA016,1,2001/06/06,7440,A
02OA016,1,2001/06/07,7310,A
02OA016,1,2001/06/08,7240,
02OA016,1,2001/06/09,7060,
02OA016,1,2001/06/10,6960,
02OA016,1,2001/06/11,6960,
02OA016,1,2001/06/12,6840,
02OA016,1,2001/06/13,6750,
02OA016,1,2001/06/14,6700,
02OA016,1,2001/06/15,6600,
02OA016,1,2001/06/16,6650,
02OA016,1,2001/06/17,6590,
02OA016,1,2001/06/18,6530,
02OA016,1,2001/06/19,6490,
02OA016,1,2001/06/20,6360,
02OA016,1,2001/06/21,6250,
02OA016,1,2001/06/22,6400,
02OA016,1,2001/06/23,6640,
02OA016,1,2001/06/24,6600,
02OA016,1,2001/06/25,6770,
02OA016,1,2001/06/26,6800,
02OA016,1,2001/06/27,6570,
02OA016,1,2001/06/28,6490,
02OA016,1,2001/06/29,6690,
02OA016,1,2001/06/30,6800,
02OA016,1,2001/07/01,6910,
02OA016,1,2001/07/02,6820,
02OA016,1,2001/07/03,6650,
02OA016,1,2001/07/04,6670,
02OA016,1,2001/07/05,6790,
02OA016,1,2001/07/06,6670,
02OA016,1,2001/07/07,6470,
02OA016,1,2001/07/08,6520,
02OA016,1,2001/07/09,6660,
02OA016,1,2001/07/10,6640,
02OA016,1,2001/07/11,6610,
02OA016,1,2001/07/12,6740,
02OA016,1,2001/07/13,6770,
02OA016,1,2001/07/14,6550,
02OA016,1,2001/07/15,6610,
02OA016,1,2001/07/16,6630,
02OA016,1,2001/07/17,6610,
02OA016,1,2001/07/18,6600,
02OA016,1,2001/07/19,6520,
02OA016,1,2001/07/20,6510,
02OA016,1,2001/07/21,6550,
02OA016,1,2001/07/22,6470,
02OA016,1,2001/07/23,6370,
02OA016,1,2001/07/24,6600,
02OA016,1,2001/07/25,6820,
02OA016,1,2001/07/26,6560,
02OA016,1,2001/07/27,6430,
02OA016,1,2001/07/28,6400,
02OA016,1,2001/07/29,6460,
02OA016,1,2001/07/30,6590,
02OA016,1,2001/07/31,6570,
02OA016,1,2001/08/01,6550,
02OA016,1,2001/08/02,6920,
02OA016,1,2001/08/03,6570,
02OA016,1,2001/08/04,6540,
02OA016,1,2001/08/05,6450,
02OA016,1,2001/08/06,6490,
02OA016,1,2001/08/07,6590,
02OA016,1,2001/08/08,6800,
02OA016,1,2001/08/09,6940,
02OA016,1,2001/08/10,6730,
02OA016,1,2001/08/11,6530,
02OA016,1,2001/08/12,6500,
02OA016,1,2001/08/13,6480,
02OA016,1,2001/08/14,6450,
02OA016,1,2001/08/15,6350,
02OA016,1,2001/08/16,6540,
02OA016,1,2001/08/17,6600,
02OA016,1,2001/08/18,6540,
02OA016,1,2001/08/19,6450,
02OA016,1,2001/08/20,6700,
02OA016,1,2001/08/21,6630,
02OA016,1,2001/08/22,6650,
02OA016,1,2001/08/23,6670,
02OA016,1,2001/08/24,6520,
02OA016,1,2001/08/25,6470,
02OA016,1,2001/08/26,6560,
02OA016,1,2001/08/27,6540,
02OA016,1,2001/08/28,6500,
02OA016,1,2001/08/29,6460,
02OA016,1,2001/08/30,6460,
02OA016,1,2001/08/31,6570,
02OA016,1,2001/09/01,6630,
02OA016,1,2001/09/02,6570,
02OA016,1,2001/09/03,6770,
02OA016,1,2001/09/04,6760,
02OA016,1,2001/09/05,6690,
02OA016,1,2001/09/06,6680,
02OA016,1,2001/09/07,6540,
02OA016,1,2001/09/08,6470,
02OA016,1,2001/09/09,6450,
02OA016,1,2001/09/10,6460,
02OA016,1,2001/09/11,6480,
02OA016,1,2001/09/12,6240,
02OA016,1,2001/09/13,6540,
02OA016,1,2001/09/14,6660,
02OA016,1,2001/09/15,6500,
02OA016,1,2001/09/16,6590,
02OA016,1,2001/09/17,6670,
02OA016,1,2001/09/18,6560,
02OA016,1,2001/09/19,6470,
02OA016,1,2001/09/20,6680,
02OA016,1,2001/09/21,6960,
02OA016,1,2001/09/22,6800,
02OA016,1,2001/09/23,6670,
02OA016,1,2001/09/24,6620,
02OA016,1,2001/09/25,6640,
02OA016,1,2001/09/26,6590,
02OA016,1,2001/09/27,6530,
02OA016,1,2001/09/28,6530,
02OA016,1,2001/09/29,6540,
02OA016,1,2001/09/30,6460,
02OA016,1,2001/10/01,6520,
02OA016,1,2001/10/02,6550,
02OA016,1,2001/10/03,6430,
02OA016,1,2001/10/04,6550,
02OA016,1,2001/10/05,6540,
02OA016,1,2001/10/06,6620,
02OA016,1,2001/10/07,6750,
02OA016,1,2001/10/08,6600,
02OA016,1,2001/10/09,6490,
02OA016,1,2001/10/10,6570,
02OA016,1,2001/10/11,6580,
02OA016,1,2001/10/12,6660,
02OA016,1,2001/10/13,6710,
02OA016,1,2001/10/14,6810,
02OA016,1,2001/10/15,6800,
02OA016,1,2001/10/16,6480,
02OA016,1,2001/10/17,6600,
02OA016,1,2001/10/18,6820,
02OA016,1,2001/10/19,6450,
02OA016,1,2001/10/20,6630,
02OA016,1,2001/10/21,6830,
02OA016,1,2001/10/22,6960,
02OA016,1,2001/10/23,6970,
02OA016,1,2001/10/24,7120,
02OA016,1,2001/10/25,7230,
02OA016,1,2001/10/26,7270,
02OA016,1,2001/10/27,7260,
02OA016,1,2001/10/28,7330,
02OA016,1,2001/10/29,7300,
02OA016,1,2001/10/30,7280,
02OA016,1,2001/10/31,7350,
02OA016,1,2001/11/01,7490,
02OA016,1,2001/11/02,7460,
02OA016,1,2001/11/03,7480,
02OA016,1,2001/11/04,7430,
02OA016,1,2001/11/05,7340,
02OA016,1,2001/11/06,7380,
02OA016,1,2001/11/07,7400,
02OA016,1,2001/11/08,7380,
02OA016,1,2001/11/09,7380,
02OA016,1,2001/11/10,7300,
02OA016,1,2001/11/11,7110,
02OA016,1,2001/11/12,7160,
02OA016,1,2001/11/13,7090,
02OA016,1,2001/11/14,7060,
02OA016,1,2001/11/15,7200,
02OA016,1,2001/11/16,7220,
02OA016,1,2001/11/17,7160,
02OA016,1,2001/11/18,7010,
02OA016,1,2001/11/19,7020,
02OA016,1,2001/11/20,7120,
02OA016,1,2001/11/21,7020,
02OA016,1,2001/11/22,6880,
02OA016,1,2001/11/23,6860,
02OA016,1,2001/11/24,6930,
02OA016,1,2001/11/25,6910,
02OA016,1,2001/11/26,6940,
02OA016,1,2001/11/27,6890,
02OA016,1,2001/11/28,6890,
02OA016,1,2001/11/29,6910,
02OA016,1,2001/11/30,7120,
02OA016,1,2001/12/01,7350,
02OA016,1,2001/12/02,7470,
02OA016,1,2001/12/03,7450,
02OA016,1,2001/12/04,7470,
02OA016,1,2001/12/05,7520,
02OA016,1,2001/12/06,7780,
02OA016,1,2001/12/07,7630,
02OA016,1,2001/12/08,7420,
02OA016,1,2001/12/09,7430,
02OA016,1,2001/12/10,7530,
02OA016,1,2001/12/11,7470,
02OA016,1,2001/12/12,7410,
02OA016,1,2001/12/13,7450,
02OA016,1,2001/12/14,7510,
02OA016,1,2001/12/15,7390,
02OA016,1,2001/12/16,7600,
02OA016,1,2001/12/17,7650,
02OA016,1,2001/12/18,7540,
02OA016,1,2001/12/19,7490,
02OA016,1,2001/12/20,7450,
02OA016,1,2001/12/21,7450,
02OA016,1,2001/12/22,7460,
02OA016,1,2001/12/23,7420,
02OA016,1,2001/12/24,7460,
02OA016,1,2001/12/25,7450,
02OA016,1,2001/12/26,7470,
02OA016,1,2001/12/27,7440,
02OA016,1,2001/12/28,7290,
02OA016,1,2001/12/29,7270,
02OA016,1,2001/12/30,7350,
02OA016,1,2001/12/31,7220,
02OA016,1,2002/01/01,7050,
02OA016,1,2002/01/02,7000,
02OA016,1,2002/01/03,7000,
02OA016,1,2002/01/04,7130,
02OA016,1,2002/01/05,7000,
02OA016,1,2002/01/06,6730,
02OA016,1,2002/01/07,6890,
02OA016,1,2002/01/08,7350,
02OA016,1,2002/01/09,7360,
02OA016,1,2002/01/10,7200,
02OA016,1,2002/01/11,7340,
02OA016,1,2002/01/12,7020,
02OA016,1,2002/01/13,6590,
02OA016,1,2002/01/14,6790,
02OA016,1,2002/01/15,6910,
02OA016,1,2002/01/16,7120,
02OA016,1,2002/01/17,7080,
02OA016,1,2002/01/18,7120,
02OA016,1,2002/01/19,7000,
02OA016,1,2002/01/20,6850,
02OA016,1,2002/01/21,7230,
02OA016,1,2002/01/22,7220,
02OA016,1,2002/01/23,7180,
02OA016,1,2002/01/24,7160,
02OA016,1,2002/01/25,7180,
02OA016,1,2002/01/26,7180,
02OA016,1,2002/01/27,7180,
02OA016,1,2002/01/28,7210,
02OA016,1,2002/01/29,7190,
02OA016,1,2002/01/30,7130,
02OA016,1,2002/01/31,7190,
02OA016,1,2002/02/01,7260,
02OA016,1,2002/02/02,6630,B
02OA016,1,2002/02/03,6450,B
02OA016,1,2002/02/04,6730,B
02OA016,1,2002/02/05,6730,
